"Activo","Puede publicar","Descripción","Unidad de medida","Unidad de medida compra","Descripción de compra","Código de barras","Impuestos del cliente","Impuestos de proveedor","Cantidad a mano","Coste","Nombre","Puede ser comprado","Categoría del Producto","Referencia interna","Tipo de producto","Precio de venta","Puede ser vendido"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=unitat;Nom_Compra=Mandonguilles (safata 280 gr aprox, 12 unitats),  CASANOVAS CANSALADERS;Multiplicador=0.28;","kg","Unidades","Mandonguilles (safata 280 gr aprox, 12 unitats),  CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","1.561","16.528138528139","Mandonguilles (safata 280 gr aprox, 12 unitats), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0849","Almacenable","22.86","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=kg;Nom_Compra=Pinxos,  CASANOVAS CANSALADERS;Multiplicador=1;","kg","kg","Pinxos,  CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.007","16.5","Pinxos, KG, CASANOVAS CANSALADERS","True","Sin categoría","can0850","Almacenable","20.91","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=unitat;Nom_Compra=Pilotetes (safata 200 gr, aprox, 28 unitats),  CASANOVAS CANSALADERS;Multiplicador=0.2;","kg","Unidades","Pilotetes (safata 200 gr, aprox, 28 unitats),  CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.943","16.457749259625","Pilotetes (safata 200 gr, aprox, 28 unitats), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0851","Almacenable","22.86","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=unitat;Nom_Compra=Hamburguesa de porc amb formatge (safata 200 gr, 2 u.),  CASANOVAS CANSALADERS;Multiplicador=0.2;","kg","Unidades","Hamburguesa de porc amb formatge (safata 200 gr, 2 u.),  CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.004","17.5","Hamburguesa de porc amb formatge (safata 200 gr, 2 u.), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0852","Almacenable","22.18","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=unitat;Nom_Compra=Hamburguesa de porc amb ceba (safata 200 gr, 2 u.),  CASANOVAS CANSALADERS;Multiplicador=0.2;","kg","Unidades","Hamburguesa de porc amb ceba (safata 200 gr, 2 u.),  CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","17.5","Hamburguesa de porc amb ceba (safata 200 gr, 2 u.), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0853","Almacenable","22.18","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Llard (terrina de 250 gr), UNITAT, CASANOVAS CANSALADERS;Multiplicador=1;","Unidades","Unidades","Llard (terrina de 250 gr), UNITAT, CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","5.9","Llard (terrina de 250 gr), UNITAT, CASANOVAS CANSALADERS","True","Sin categoría","can0854","Almacenable","7.47","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=unitat;Nom_Compra=Llibrets amb formatge (safata 200 gr, 2 unitats),  CASANOVAS CANSALADERS;Multiplicador=0.2;","kg","Unidades","Llibrets amb formatge (safata 200 gr, 2 unitats),  CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","1.678","19.5","Llibrets amb formatge (safata 200 gr, 2 unitats), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0855","Almacenable","27.9","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=unitat;Nom_Compra=Llibrets pernil dolç i formatge (safata 200 gr, 2 u.),  CASANOVAS CANSALADERS;Multiplicador=0.2;","kg","Unidades","Llibrets pernil dolç i formatge (safata 200 gr, 2 u.),  CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","2.278","19.5","Llibrets pernil dolç i formatge (safata 200 gr, 2 u.), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0856","Almacenable","27.9","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=unitat;Nom_Compra=Botifarra amb roquefort (safata 250gr, 2 unitats),  CASANOVAS CANSALADERS;Multiplicador=0.25;","kg","Unidades","Botifarra amb roquefort (safata 250gr, 2 unitats),  CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.593","19.5","Botifarra amb roquefort (safata 250gr, 2 unitats), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0917","Almacenable","24.71","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=unitat;Nom_Compra=Peus cuits (safata 400 gr, 1 unitat),  CASANOVAS CANSALADERS;Multiplicador=0.4;","kg","Unidades","Peus cuits (safata 400 gr, 1 unitat),  CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.309","9.5","Peus cuits (safata 400 gr, 1 unitat), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0918","Almacenable","12.06","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=unitat;Nom_Compra=Pernil lligat i cuit al forn (safata 120 gr),  CASANOVAS CANSALADERS;Multiplicador=0.12;","kg","Unidades","Pernil lligat i cuit al forn (safata 120 gr),  CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.006","32.0","Pernil lligat i cuit al forn (safata 120 gr), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0919","Almacenable","40.55","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=unitat;Nom_Compra=Carpaccio de peus de porc (safata 70gr, 4 unitats),  CASANOVAS CANSALADERS;Multiplicador=0.07;","kg","Unidades","Carpaccio de peus de porc (safata 70gr, 4 unitats),  CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","32.0","Carpaccio de peus de porc (safata 70gr, 4 unitats), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0920","Almacenable","40.55","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=kg;Nom_Compra=LLardons,  CASANOVAS CANSALADERS;Multiplicador=1;","kg","kg","LLardons,  CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","14.3","LLardons, KG, CASANOVAS CANSALADERS","True","Sin categoría","can0921","Almacenable","18.13","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=unitat;Nom_Compra=Llom sec (safata 100 gr, llescat),  CASANOVAS CANSALADERS;Multiplicador=0.1;","kg","Unidades","Llom sec (safata 100 gr, llescat),  CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.694","36.9","Llom sec (safata 100 gr, llescat), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0922","Almacenable","46.86","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=unitat;Nom_Compra=Cap de llom al pebre (safata 100 gr, llescat), CASANOVAS CANSALADERS;Multiplicador=0.1;","kg","Unidades","Cap de llom al pebre (safata 100 gr, llescat), CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","36.9","Cap de llom al pebre (safata 100 gr, llescat), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0923","Almacenable","46.76","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=kg;Nom_Compra=Ossos pelats i salats,  CASANOVAS CANSALADERS;Multiplicador=1;","kg","kg","Ossos pelats i salats,  CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","4.5","Ossos pelats i salats, KG, CASANOVAS CANSALADERS","True","Sin categoría","can0924","Almacenable","5.71","True"
"True","True","Origen=;Visible=Si;Unitat_Venda=kg;Unitat_Compra=unitat;Nom_Compra=Llata (safata 500 gr, 1 unitat),  CASANOVAS CANSALADERS;Multiplicador=0.5;","kg","Unidades","Llata (safata 500 gr, 1 unitat),  CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","7.9","Llata (safata 500 gr, 1 unitat), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0926","Almacenable","11.28","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=unitat;Nom_Compra=Panxeta seca (safata 100 gr, llescada),  CASANOVAS CANSALADERS;Multiplicador=0.1;","kg","Unidades","Panxeta seca (safata 100 gr, llescada),  CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","1.568","25.75","Panxeta seca (safata 100 gr, llescada), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0927","Almacenable","32.7","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=unitat;Nom_Compra=Botifarra amb farigola (safata 250 gr, 2 unitats),  CASANOVAS CANSALADERS;Multiplicador=0.25;","kg","Unidades","Botifarra amb farigola (safata 250 gr, 2 unitats),  CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","17.5","Botifarra amb farigola (safata 250 gr, 2 unitats), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0928","Almacenable","22.18","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Salsitxes (safata 300 gr, aprox, 6 unitat),  CASANOVAS CANSALADERS;Multiplicador=0.3;","Unidades","Unidades","Salsitxes (safata 300 gr, aprox, 6 unitat),  CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","16.833592534992","Salsitxes (safata 300 gr, aprox, 6 unitat), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0930","Almacenable","22.86","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=unitat;Nom_Compra=Botifarra Cardona (safata 250 gr, 2 unitats),  CASANOVAS CANSALADERS;Multiplicador=0.25;","kg","Unidades","Botifarra Cardona (safata 250 gr, 2 unitats),  CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.9","15.0","Botifarra Cardona (safata 250 gr, 2 unitats), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0931","Almacenable","19.01","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=unitat;Nom_Compra=Botifarra d,escalivada (safata 250 gr, 2 unitats),  CASANOVAS CANSALADERS;Multiplicador=0.25;","kg","Unidades","Botifarra d,escalivada (safata 250 gr, 2 unitats),  CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","19.5","Botifarra escalivada (safata 250 gr, 2 unitats), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0932","Almacenable","24.71","True"
"False","False","Origen= ;Visible=no;Unitat_Venda=kg;Unitat_Compra=unitat;Nom_Compra=Botifarra amb calçots (safata 250 gr, 2 unitats),  CASANOVAS CANSALADERS;Multiplicador=0.25;","kg","Unidades","Botifarra amb calçots (safata 250 gr, 2 unitats),  CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","0.0","Botifarra amb calçots (safata 250 gr, 2 unitats), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0933","Almacenable","24.71","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=unitat;Nom_Compra=Hamburguesa de porc amb alls tendres (safata 200 gr, 2 u.),  CASANOVAS CANSALADERS;Multiplicador=0.2;","kg","Unidades","Hamburguesa de porc amb alls tendres (safata 200 gr, 2 u.),  CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","17.5","Hamburguesa de porc amb alls tendres (safata 200 gr, 2 u.), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0934","Almacenable","22.18","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=unitat;Nom_Compra=Hamburguesa de porc, farigola (safata 200 gr, 2 unitats),  CASANOVAS CANSALADERS;Multiplicador=0.2;","kg","Unidades","Hamburguesa de porc, farigola (safata 200 gr, 2 unitats),  CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.78","17.654708520179","Hamburguesa de porc, farigola (safata 200 gr, 2 unitats), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0935","Almacenable","24.13","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=unitat;Nom_Compra=Hamburguesa de porc amb bacò (safata 200 gr, 2 unitats),  CASANOVAS CANSALADERS;Multiplicador=0.2;","kg","Unidades","Hamburguesa de porc amb bacò (safata 200 gr, 2 unitats),  CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","17.5","Hamburguesa de porc amb bacò (safata 200 gr, 2 unitats), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0936","Almacenable","22.18","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=unitat;Nom_Compra=Llibrets de porc amb sobrassada i formatge (safata 200 gr, 2 u.),  CASANOVAS CANSALADERS;Multiplicador=0.2;","kg","Unidades","Llibrets de porc amb sobrassada i formatge (safata 200 gr, 2 u.),  CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.017","19.0","Llibrets de porc amb sobrassada i formatge (safata 200 gr, 2 u.), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0937","Almacenable","27.9","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=unitat;Nom_Compra=Llibrets de porc amb roquefort (safata 200 gr, 2 unitats),  CASANOVAS CANSALADERS;Multiplicador=0.2;","kg","Unidades","Llibrets de porc amb roquefort (safata 200 gr, 2 unitats),  CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.021","19.0","Llibrets de porc amb roquefort (safata 200 gr, 2 unitats), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0938","Almacenable","27.9","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=unitat;Nom_Compra=Escalopa de porc (safata 200 gr, 2 unitats),  CASANOVAS CANSALADERS;Multiplicador=0.2;","kg","Unidades","Escalopa de porc (safata 200 gr, 2 unitats),  CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","14.5","Escalopa de porc (safata 200 gr, 2 unitats), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0939","Almacenable","18.38","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=unitat;Nom_Compra=Botifarra d,ou (peça 250 gr.),  CASANOVAS CANSALADERS;Multiplicador=0.25;","kg","Unidades","Botifarra d,ou (peça 250 gr.),  CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","18.0","Botifarra d&#39;ou (peça 250 gr.), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0940","Almacenable","22.8","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=unitat;Nom_Compra=Botifarra enmascarada (safata 2 unitats), KG, CASANOVAS CANSALADERS;Multiplicador=0.25;","kg","Unidades","Botifarra enmascarada (safata 2 unitats), KG, CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","19.5","Botifarra enmascarada (safata 2 unitats), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0945","Almacenable","24.71","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=unitat;Nom_Compra=Llonçat del porc (safata 250 gr, 2 talls), KG, CASANOVAS CANSALADERS;Multiplicador=0.25;","kg","Unidades","Llonçat del porc (safata 250 gr, 2 talls), KG, CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.163","11.95","Llonçat del porc (safata 250 gr, 2 talls), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0946","Almacenable","15.17","True"
"True","True","Origen=;Visible=Si;Unitat_Venda=kg;Unitat_Compra=unitat;Nom_Compra=Botifarra amb alls tendres (safata 250 gr, 2 unitats), KG, CASANOVAS CANSALADERS;Multiplicador=0.25;","kg","Unidades","Botifarra amb alls tendres (safata 250 gr, 2 unitats), KG, CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","19.5","Botifarra amb alls tendres (safata 250 gr, 2 unitats), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0947","Almacenable","24.7","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Botifarra blanca (peça 250 gr.), KG, CASANOVAS CANSALADERS;Multiplicador=1;","Unidades","Unidades","Botifarra blanca (peça 250 gr.), KG, CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","18.0","Botifarra blanca (peça 250 gr.), KG, CASANOVAS CANSALADERS","True","Sin categoría","can0948","Almacenable","22.8","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=kg;Nom_Compra=Espatlla de porc, KG, CASANOVAS CANSALADERS;Multiplicador=1;","kg","kg","Espatlla de porc, KG, CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.744","8.0941544885177","Espatlla de porc, KG, CASANOVAS CANSALADERS","True","Sin categoría","can0950","Almacenable","9.2","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=unitat;Nom_Compra=Xoriçet fresc en bola (safata 300 gr, 6 bola),  CASANOVAS CANSALADERS;Multiplicador=0.3;","kg","Unidades","Xoriçet fresc en bola (safata 300 gr, 6 bola),  CASANOVAS CANSALADERS","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.355","8.1380116959064","Xoriçet fresc en bola (safata 300 gr, 6 boles), KG, CASANOVAS CANSALADERS","True","Sin categoría","can949","Almacenable","24.82","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Aportació al Capital Social;Multiplicador=1;","Unidades","Unidades","Aportació al Capital Social","","No sujeto Repercutido (Bienes)","21% IVA soportado (bienes corrientes)","0.0","0.0","Aportació al Capital Social","True","Sin categoría","capitalsocial","Almacenable","100.0","True"
"False","False","Origen= ;Visible=No;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Llançadora eco (barra de pa);Multiplicador=1;","Unidades","Unidades","Llançadora eco (barra de pa)","","IVA 4% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","1.3","Llançadora eco (barra de pa)","True","Sin categoría","car0001","Almacenable","1.58","False"
"False","False","Origen=;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Barrot espelta, FORN CARNÉ;Multiplicador=1;","Unidades","Unidades","Barrot espelta, FORN CARNÉ","","IVA 4% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","1.7355","Barrot espelta, FORN CARNÉ","True","Sin categoría","car0002","Almacenable","2.11","True"
"False","False","Origen=;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Barra espelta de 1/4, FORN CARNÉ;Multiplicador=1;","Unidades","Unidades","Barra espelta de 1/4, FORN CARNÉ","","IVA 4% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","1.4715","Barra espelta de 1/4, FORN CARNÉ","True","Sin categoría","car0003","Almacenable","1.8","True"
"False","False","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Ametlla llargueta torrada;Multiplicador=1;","Unidades","Unidades","Ametlla llargueta torrada","8436034546948.0","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","22.45","Ametlla llargueta torrada","True","Sin categoría","cas0001","Almacenable","27.18","True"
"False","False","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=kg;Nom_Compra=Avellana amb clova 0,5kg;Multiplicador=1;","kg","kg","Avellana amb clova 0,5kg","8436034549512.0","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","0.0","Avellana amb clova 0,5kg","True","Sin categoría","cas0002","Almacenable","4.77","True"
"False","False","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Casanovas genèric;Multiplicador=1;","Unidades","Unidades","Casanovas genèric","","No sujeto Repercutido (Bienes)","21% IVA soportado (bienes corrientes)","0.0","0.0","Casanovas genèric","True","Sin categoría","cas0003","Almacenable","0.0","True"
"True","True","Origen= ;Visible=no;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Bonito del Norte 185 gr, CONSORCIO;Multiplicador=1;","Unidades","Unidades","Bonito del Norte 185 gr, CONSORCIO","8410628461824.0","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","13.0","3.53","Bonito del Norte 185 gr, CONSORCIO","True","Sin categoría","cec0001","Almacenable","4.89","True"
"True","True","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=kg;Nom_Compra=Atún claro 185 gr, CONSORCIO;Multiplicador=1;","kg","kg","Atún claro 185 gr, CONSORCIO","8410628461848.0","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","0.0","Atún claro 185 gr, CONSORCIO","True","Sin categoría","cec0002","Almacenable","4.01","True"
"True","True","Origen= ;Visible=no;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Anchoa en aceite de oliva 74 gr, CONSORCIO;Multiplicador=1;","Unidades","Unidades","Anchoa en aceite de oliva 74 gr, CONSORCIO","8410628461800.0","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","10.0","3.33","Anchoa (anxova) en aceite de oliva 74 gr, CONSORCIO","True","Sin categoría","cec0003","Almacenable","4.61","True"
"False","False","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Cervesa TOC Espelta de Gallecs;Multiplicador=1;","Unidades","Unidades","Cervesa TOC Espelta de Gallecs","8456322101208.0","IVA 21% (Bienes)","21% IVA soportado (bienes corrientes)","3.0","1.472","Cervesa TOC Espelta de Gallecs","True","Sin categoría","cer0001","Almacenable","1.96","True"
"False","False","Origen=;Visible=No;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Cervesa Blanca ORUS;Multiplicador=1;","Unidades","Unidades","Cervesa Blanca ORUS","8456322101017.0","IVA 21% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","1.472","Cervesa Blanca ORUS","True","Sin categoría","cer0002","Almacenable","1.93","True"
"False","False","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=unitat ;Nom_Compra=Cervesa Art Blanca 33 cc;Multiplicador=1;","Unidades","unitat ","Cervesa Art Blanca 33 cc","8456322101079.0","IVA 21% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","1.472","Cervesa Art Blanca 33 cc","True","Sin categoría","cer0003","Almacenable","1.96","True"
"False","False","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Suc de taronja 200ml;Multiplicador=1;","Unidades","Unidades","Suc de taronja 200ml","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","0.99","Suc de taronja 200ml","True","Sin categoría","cft0001","Almacenable","2.38","True"
"False","False","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Suc de pera 200ml;Multiplicador=1;","Unidades","Unidades","Suc de pera 200ml","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","0.85","Suc de pera 200ml","True","Sin categoría","cft0002","Almacenable","1.01","True"
"False","False","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Suc de mandarina 200ml;Multiplicador=1;","Unidades","Unidades","Suc de mandarina 200ml","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","0.99","Suc de mandarina 200ml","True","Sin categoría","cft0003","Almacenable","1.17","True"
"False","False","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Suc de tomàquet 200ml;Multiplicador=1;","Unidades","Unidades","Suc de tomàquet 200ml","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","0.85","Suc de tomàquet 200ml","True","Sin categoría","cft0004","Almacenable","1.01","True"
"False","False","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Most blanc 200ml;Multiplicador=1;","Unidades","Unidades","Most blanc 200ml","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","1.18","Most blanc 200ml","True","Sin categoría","cft0005","Almacenable","1.41","True"
"False","False","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Most negre 200ml;Multiplicador=1;","Unidades","Unidades","Most negre 200ml","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","1.18","Most negre 200ml","True","Sin categoría","cft0006","Almacenable","1.41","True"
"False","False","Origen=;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Poleo menta;Multiplicador=1;","Unidades","Unidades","Poleo menta","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","0.73","Poleo menta","True","Sin categoría","cft0007","Almacenable","0.87","True"
"False","False","Origen=;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Roibos;Multiplicador=1;","Unidades","Unidades","Roibos","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","0.73","Roibos","True","Sin categoría","cft0008","Almacenable","0.87","True"
"False","False","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Tè verd amb menta;Multiplicador=1;","Unidades","Unidades","Tè verd amb menta","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","0.73","Tè verd amb menta","True","Sin categoría","cft0009","Almacenable","1.0","True"
"False","False","Origen=;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Tè vermell;Multiplicador=1;","Unidades","Unidades","Tè vermell","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","0.73","Tè vermell","True","Sin categoría","cft0010","Almacenable","0.87","True"
"False","False","Origen=;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Earl Gray;Multiplicador=1;","Unidades","Unidades","Earl Gray","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","0.73","Earl Gray","True","Sin categoría","cft0011","Almacenable","0.87","True"
"False","False","Origen=;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Garam Masala;Multiplicador=1;","Unidades","Unidades","Garam Masala","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","0.73","Garam Masala","True","Sin categoría","cft0012","Almacenable","0.87","True"
"False","False","Origen= ;Visible=No;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Cervesa Ninkasi Pale Ale;Multiplicador=1;","Unidades","Unidades","Cervesa Ninkasi Pale Ale","","IVA 10% (Bienes)","21% IVA soportado (bienes corrientes)","0.0","2.23","Cervesa Ninkasi Pale Ale","True","Sin categoría","cft0013","Almacenable","2.65","True"
