"factualizado","bloqueado","equivalencia","idsubcuentairpfcom","idsubcuentacom","stockmin","observaciones","codbarras","codimpuesto","stockfis","stockmax","costemedio","preciocoste","tipocodbarras","nostock","codsubcuentacom","descripcion","codsubcuentairpfcom","secompra","codfamilia","codfabricante","imagen","controlstock","referencia","tipo","pvp","sevende","publico","partnumber","trazabilidad"
"2020-06-18","1",NULL,NULL,NULL,"0","Origen= ;Visible=no;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Coca de llardons (550gr, 4-6 pax), EL PA DE NIKO;Multiplicador=1;",,"IVA10","0","0","0","0","Code39","0",NULL,"Coca de llardons (550gr, 4-6 pax), EL PA DE NIKO",NULL,"1","37","92",NULL,"1","joa0001",NULL,"19","1","0",,"0"
"2020-06-18","1",NULL,NULL,NULL,"0","Origen= ;Visible=no;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Coca de fruita confitada (550gr, 4-6 pax), EL PA DE NIKO;Multiplicador=1;",,"IVA10","0","0","0","0","Code39","0",NULL,"Coca de fruita confitada (550gr, 4-6 pax), EL PA DE NIKO",NULL,"1","37","92",NULL,"1","joa0002",NULL,"22.8","1","0",,"0"
"2021-06-16","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Coca de crema (550 gr, 6-8 pax), FLECA ROCA;Multiplicador=1;",,"IVA10","0","0","16.4","0","Code39","0",NULL,"Coca de crema (550 gr, 6-8 pax), FLECA ROCA",NULL,"1","37","92",NULL,"1","joa0003",NULL,"21.54","1","0",,"0"
"2021-06-16","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Coca de fruita confitada (550 gr, 6-8 pax), FLECA ROCA;Multiplicador=1;",,"IVA10","0","0","16.4","0","Code39","0",NULL,"Coca de fruita confitada (550 gr, 6-8 pax), FLECA ROCA",NULL,"1","37","92",NULL,"1","joa0004",NULL,"21.54","1","0",,"0"
"2021-06-16","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Coca de llardons (550 gr, 6-8 pax), FLECA ROCA;Multiplicador=1;",,"IVA10","0","0","16.4","0","Code39","0",NULL,"Coca de llardons (550 gr, 6-8 pax), FLECA ROCA",NULL,"1","37","92",NULL,"1","joa0005",NULL,"21.54","1","0",,"0"
"2021-06-16","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Coca de crema (250 gr, 2-4 pax), FLECA ROCA;Multiplicador=1;",,"IVA10","0","0","9.2","0","Code39","0",NULL,"Coca de crema (250 gr, 2-4 pax), FLECA ROCA",NULL,"1","37","92",NULL,"1","joa0006",NULL,"12.04","1","0",,"0"
"2021-06-16","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Coca de fruita confitada (250 gr, 2-4 pax), FLECA ROCA;Multiplicador=1;",,"IVA10","0","0","9.2","0","Code39","0",NULL,"Coca de fruita confitada (250 gr, 2-4 pax), FLECA ROCA",NULL,"1","37","92",NULL,"1","joa0007",NULL,"12.04","1","0",,"0"
"2021-06-23","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Coca de llardons (200-300 gr, 2-4 pax), FLECA ROCA;Multiplicador=1;",,"IVA10","0","0","9.2","0","Code39","0",NULL,"Coca de llardons (200-300 gr, 2-4 pax), FLECA ROCA",NULL,"1","37","92",NULL,"1","joa0008",NULL,"12.03","1","0",,"0"
"2021-06-12","1",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Coca de llardons amb massa de blat semiintegral 750 gr. (6 -8 pax), UNITAT, EL PA DE NIKO;Multiplicador=1;",,"IVA4","0","0","0","0","Code39","0",NULL,"Coca de llardons amb massa de blat semiintegral 750 gr. (6 -8 pax), UNITAT, EL PA DE NIKO",NULL,"1","37","92",NULL,"1","joa0009",NULL,"19","1","0",,"0"
"2021-06-12","1",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=1/2 Coca de llardons amb massa de blat semiintegral 375 gr. (3-4 pax), UNITAT, EL PA DE NIKO;Multiplicador=1;",,"IVA4","0","0","7.5","0","Code39","0",NULL,"1/2 Coca de llardons amb massa de blat semiintegral 375 gr. (3-4 pax), UNITAT, EL PA DE NIKO",NULL,"1","37","92",NULL,"1","joa0010",NULL,"9.51","1","0",,"0"
"2021-06-12","1",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Coca brioix d espelta integral amb taronja confitada 750 gr (6-8 pax.),UNITAT, EL PA DE NIKO;Multiplicador=1;",,"IVA10","0","0","0","0","Code39","0",NULL,"Coca brioix espelta integral amb taronja confitada 750 gr (6-8 pax.),UNITAT, EL PA DE NIKO",NULL,"1","37","92",NULL,"1","joa0011",NULL,"22.8","1","0",,"0"
"2021-06-12","1",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=1/2 Coca brioix d&#39;espelta integral amb taronja confitada 375 gr (3-4 pax.),UNITAT, EL PA DE NIKO;Multiplicador=1;",,"IVA10","0","0","0","0","Code39","0",NULL,"1/2 Coca brioix d&#39;espelta integral amb taronja confitada 375 gr (3-4 pax.),UNITAT, EL PA DE NIKO",NULL,"1","37","92",NULL,"1","joa0012",NULL,"11.4","1","0",,"0"
"2021-06-12","1",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Coca brioix d espelta integral crema i cirera confitada 750 gr(6-8 pax.),UNITAT, EL PA DE NIKO;Multiplicador=1;",,"IVA10","0","0","18","0","Code39","0",NULL,"Coca brioix d espelta integral crema i cirera confitada 750 gr(6-8 pax.),UNITAT, EL PA DE NIKO",NULL,"1","37","92",NULL,"1","joa0013",NULL,"22.8","1","0",,"0"
"2021-06-12","1",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=1/2Coca brioix d&#39;espelta integral crema i cirera confitada 375gr(3-4pax.),UNITAT,PA DE NIKO;Multiplicador=1;",,"IVA10","0","0","0","0","Code39","0",NULL,"1/2Coca brioix d&#39;espelta integral crema i cirera confitada 375gr(3-4pax.),UNITAT,PA DE NIKO",NULL,"1","37","92",NULL,"1","joa0014",NULL,"11.4","1","0",,"0"
"2021-12-01","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=kg;Nom_Compra=Farina blanca de blat a granel, KG, CAN JORNET;Multiplicador=1;",,"IVA4","-8.645","0","2.2103684210526","0","Code39","0",NULL,"Farina blanca de blat a granel, KG, CAN JORNET",NULL,"1","2","VARIS",NULL,"1","jor0001",NULL,"2.77","1","0",,"0"
"2021-12-01","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=kg;Nom_Compra=Farina d&#39;espelta semiintegral a granel, KG, CAL JORNET;Multiplicador=1;",,"IVA4","6.15","0","2.52","0","Code39","0",NULL,"Farina d&#39;espelta semiintegral a granel, KG, CAL JORNET",NULL,"1","2","VARIS",NULL,"1","jor0002",NULL,"3.35","1","0",,"0"
"2019-11-06","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=kg;Nom_Compra=Farina de sègol  granel, KG, CAL JORNET;Multiplicador=1;",,"IVA4","1.45","0","1.43","0","Code39","0",NULL,"Farina de sègol  granel, KG, CAL JORNET",NULL,"1","2","VARIS",NULL,"1","jor0003",NULL,"1.91","1","0",,"0"
"2021-12-01","0",NULL,NULL,NULL,"0","Origen=;Visible=Si;Unitat_Venda=kg;Unitat_Compra=kg;Nom_Compra=Farina de blat integral, KG, CAL JORNET;Multiplicador=1;",,"IVA4","-7.25","0","10.4","0","Code39","0",NULL,"Farina de blat semiintegral, KG, CAL JORNET",NULL,"1","2","VARIS",NULL,"1","jor0004",NULL,"1.9","1","0",,"0"
"2020-10-24","1",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=kg;Nom_Compra=Farina d,espelta integral, KG, CAN JORNET;Multiplicador=1;",,"IVA4","0","0","2.38","0","Code39","0",NULL,"Farina d&#39;espelta integral, KG, CAN JORNET",NULL,"1","2","VARIS",NULL,"1","jor0005",NULL,"0","1","0",,"0"
"2022-04-23","0",NULL,NULL,NULL,"0","Origen= ;Visible=No;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra= Llibre La Berta i les ulleres de visió emàtica, UNITAT, JULIA PRUNES;Multiplicador=1;",,"IVA4","-2","0","0","0","Code39","0",NULL,"Llibre La Berta i les ulleres de visió empàtica, UNITAT, JULIA PRUNES",NULL,"1","VARI","111",NULL,"1","jul0001",NULL,"7.21","1","0",,"0"
"2022-04-23","0",NULL,NULL,NULL,"0","Origen= ;Visible=No;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra= Llibre Quina emoció! La Berta se&#39;n va de colònies, UNITAT, EIXARCOLANT;Multiplicador=1;","9788494314858","IVA4","1","0","6.489","0","Code39","0",NULL,"Llibre Quina emoció! La Berta se&#39;n va de colònies.UNITAT, JULIA PRUNES",NULL,"1","VARI","111",NULL,"1","jul0002",NULL,"7.21","1","0",,"0"
"2022-04-23","0",NULL,NULL,NULL,"0","Origen= ;Visible=No;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra= Ets única Berta!, UNITAT, EIXARCOLANT;Multiplicador=1;","9788494483264","IVA4","0","0","6.489","0","Code39","0",NULL,"Llibre Ets Única, Berta!, UNITAT, JULIA PRUNES",NULL,"1","VARI","111",NULL,"1","jul0003",NULL,"7.21","1","0",,"0"
"2022-04-23","0",NULL,NULL,NULL,"0","Origen= ;Visible=No;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra= Llibre Que m&#39;escoltes, Berta?, UNITAT, JULIA PRUNES;Multiplicador=1;","9788494211720","IVA4","-2","0","0","0","Code39","0",NULL,"Llibre Que m&#39;escoltes, Berta?, UNITAT, JULIA PRUNES",NULL,"1","VARI","111",NULL,"1","jul0004",NULL,"7.21","1","0",,"0"
"2022-04-23","0",NULL,NULL,NULL,"0","Origen= ;Visible=No;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra= Llibre L&#39;antena del Miquel, UNITAT, JULIA PRUNES;Multiplicador=1;","9788494667817","IVA4","0","0","0","0","Code39","0",NULL,"Llibre L&#39;antena del Miquel, UNITAT, JULIA PRUNES",NULL,"1","VARI","111",NULL,"1","jul0005",NULL,"9.57","1","0",,"0"
"2022-04-23","0",NULL,NULL,NULL,"0","Origen= ;Visible=No;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra= Cartes d&#39;entrenament EMPÂTIK, UNITAT, JULIA PRUNES;Multiplicador=1;",,"IVA21","-5","0","11.16","0","Code39","0",NULL,"Cartes d&#39;entrenament EMPÂTIK, UNITAT, JULIA PRUNES",NULL,"1","VARI","111",NULL,"1","jul0006",NULL,"12.4","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Cookies avellana i civada ( 20 unit),UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","0.56","0","13.2264","0","Code39","0",NULL,"Cookies d’avellana i civada ( 20 unit),UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0001",NULL,"17.27","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Cookies avellana i civada ( 10 unit),UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","0","0","7.9600303030303","0","Code39","0",NULL,"Cookies avellana i civada ( 10 unit),UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0002",NULL,"10.36","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Cookies avellana i civada ( 5 unit),UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","0","0","4.09","0","Code39","0",NULL,"Cookies avellana i civada ( 5 unit),UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0003",NULL,"5.18","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Cookies de coco ( 20 unit),UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","-0.25","0","0","0","Code39","0",NULL,"Cookies de coco ( 20 unit),UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0004",NULL,"17.27","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Cookies de coco ( 10 unit),UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","0","0","0","0","Code39","0",NULL,"Cookies de coco ( 10 unit),UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0005",NULL,"10.36","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Cookies de coco ( 5 unit),UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","0","0","0","0","Code39","0",NULL,"Cookies de coco ( 5 unit),UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0006",NULL,"5.18","1","0",,"0"
"2020-11-23","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Cookies de vainilla i xocolata ( 20 unit),UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","0","0","0","0","Code39","0",NULL,"Cookies de vainilla i xocolata ( 20 unit),UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0007",NULL,"19","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Cookies de vainilla i xocolata ( 10 unit),UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","0","0","8.1814","0","Code39","0",NULL,"Cookies de vainilla i xocolata ( 10 unit),UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0008",NULL,"10.36","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Cookies de vainilla i xocolata ( 5 unit),UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","-1","0","4.1625","0","Code39","0",NULL,"Cookies de vainilla i xocolata ( 5 unit),UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0009",NULL,"5.18","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Estrelles de canyella (20 unit), UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","0","0","0","0","Code39","0",NULL,"Estrelles de canyella (20 unit), UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0010",NULL,"17.27","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Estrelles de canyella (10 unit), UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","0","0","0","0","Code39","0",NULL,"Estrelles de canyella (10 unit), UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0011",NULL,"10.36","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Estrelles de canyella (5 unit), UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","-1","0","4.545","0","Code39","0",NULL,"Estrelles de canyella (5 unit), UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0012",NULL,"5.18","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Pastís quadrat avellanes i xocolata petit (18x18 cm, 4-6- talls), UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","-1","0","13.5952","0","Code39","0",NULL,"Pastís quadrat avellanes i xocolata petit (18x18 cm, 4-6- talls), UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0013",NULL,"17.27","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Pastís quadrat avellanes i xocolata gran (31x20 cm, 15 talls),UNITAT, KEKS and KUCHEN;Multiplicador=1;",,"IVA10","0","0","0","0","Code39","0",NULL,"Pastís quadrat avellanes i xocolata gran (31x20 cm, 15 talls),UNITAT, KEKS and KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0014",NULL,"32.77","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Pastís quadrat de crumble de cireres i nous petit (18x18 cm, 4-6 talls), UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","0","0","13.636","0","Code39","0",NULL,"Pastís quadrat de crumble de cireres i nous petit  (18x18 cm, 4-6 talls), UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0015",NULL,"17.27","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Pastís quadrat de crumble de cireres i nous gran  (31x20 cm, 4-6 talls), UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","0","0","0","0","Code39","0",NULL,"Pastís quadrat de crumble de cireres i nous gran  (31x20 cm, 4-6 talls), UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0016",NULL,"32.77","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Brownie petit (18x18cm, 4-6 talls), UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","0","0","13.598909090909","0","Code39","0",NULL,"Brownie petit (18x18cm, 4-6 talls), UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0017",NULL,"17.27","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Brownie gran (31x20cm, 15 talls), UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","0","0","0","0","Code39","0",NULL,"Brownie gran (31x20cm, 15 talls), UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0018",NULL,"32.77","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Pastís de pastanaga (Carrot cake) rodó petit (18 cm, 4-6 talls), UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","0","0","13.637771428571","0","Code39","0",NULL,"Pastís de pastanaga (Carrot cake) rodó petit (18 cm, 4-6 talls), UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0019",NULL,"17.27","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Pastís de pastanaga (Carrot cake) rodó gran (26 cm, 12 talls), UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","0","0","27.27","0","Code39","0",NULL,"Pastís de pastanaga (Carrot cake) rodó gran (26 cm, 12 talls), UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0020",NULL,"32.77","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Pastís de llavors de rosella rodó petit (18 cm, 4-6 talls), UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","0","0","0","0","Code39","0",NULL,"Pastís de llavors de rosella rodó petit (18 cm, 4-6 talls), UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0021",NULL,"17.27","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Pastís de llavors de rosella rodó gran (26 cm, 12 talls), UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","0","0","0","0","Code39","0",NULL,"Pastís de llavors de rosella rodó gran (26 cm, 12 talls), UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0022",NULL,"32.77","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Pastís de crumble de poma petit (18 cm, 4-6 talls), UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","0","0","13.636","0","Code39","0",NULL,"Pastís de crumble de poma petit (18 cm, 4-6 talls), UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0023",NULL,"17.27","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Pastís de crumble de poma gran (26 cm, 12 talls), UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","0","0","0","0","Code39","0",NULL,"Pastís de crumble de poma gran (26 cm, 12 talls), UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0024",NULL,"32.77","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Pastisset de blat sarraí amb crema de vainilla i taronja i fruita (5 unitats), UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","0","0","0","0","Code39","0",NULL,"Pastisset de blat sarraí amb crema de vainilla i taronja i fruita (5 unitats), UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0025",NULL,"14.4","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Pastisset de blat sarraí amb crema de vainilla i taronja i fruita (10 unitats), UNITAT,KEKS & KUCHEN;Multiplicador=1;",,"IVA10","0","0","0","0","Code39","0",NULL,"Pastisset de blat sarraí amb crema de vainilla i taronja i fruita (10 unitats), UNITAT,KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0026",NULL,"27.15","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Rotllet de canyella (paquet 6 unitats), UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","-1","0","0","0","Code39","0",NULL,"Rotllet de canyella (paquet 6 unitats), UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0027",NULL,"10.37","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Rotllet de canyella (paquet 12 unitats), UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","0","0","0","0","Code39","0",NULL,"Rotllet de canyella (paquet 12 unitats), UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0028",NULL,"20.6","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Rotllet de pera i canyella (bossa 6 unitats), UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","1","0","8.132","0","Code39","0",NULL,"Rotllet de pera i canyella (bossa 6 unitats), UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0029",NULL,"10.36","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Rotllet de pera i canyella (bossa 12 unitats), UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","0","0","0","0","Code39","0",NULL,"Rotllet de pera i canyella (bossa 12 unitats), UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0030",NULL,"20.6","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Bombons de crema de cacahuet (paquet 10 peces), UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","0","0","0","0","Code39","0",NULL,"Bombons de crema de cacahuet (paquet 10 peces), UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0031",NULL,"11.52","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Bombons de crema de cacahuet (paquet 20 peces), UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","0","0","0","0","Code39","0",NULL,"Bombons de crema de cacahuet (paquet 20 peces), UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0032",NULL,"23.03","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Bombons de crema de ametlla (paquet 10 peces), UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","0","0","9.0409090909091","0","Code39","0",NULL,"Bombons de crema de ametlla (paquet 10 peces), UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0033",NULL,"11.52","1","0",,"0"
"2020-11-27","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Bombons de crema de ametlla (paquet 20 peces), UNITAT, KEKS & KUCHEN;Multiplicador=1;",,"IVA10","0","0","0","0","Code39","0",NULL,"Bombons de crema de ametlla (paquet 20 peces), UNITAT, KEKS & KUCHEN",NULL,"1","38","Kerstin",NULL,"1","kek0034",NULL,"23.03","1","0",,"0"
