"factualizado","bloqueado","equivalencia","idsubcuentairpfcom","idsubcuentacom","stockmin","observaciones","codbarras","codimpuesto","stockfis","stockmax","costemedio","preciocoste","tipocodbarras","nostock","codsubcuentacom","descripcion","codsubcuentairpfcom","secompra","codfamilia","codfabricante","imagen","controlstock","referencia","tipo","pvp","sevende","publico","partnumber","trazabilidad"
"2018-03-07","1",NULL,NULL,NULL,"0","Origen= ;Visible=No;Unitat_Venda=;Unitat_Compra=;Nom_Compra=tahin integral -200g-;Multiplicador=1;","8426904173237","IVA10","0","0","0","0","Code39","0",NULL,"tahin integral -200g-",NULL,"1","15","VARIS",NULL,"1","bio1177",NULL,"2.99","1","0",,"0"
"2018-03-07","1",NULL,NULL,NULL,"0","Origen= ;Visible=No;Unitat_Venda=kg;Unitat_Compra=kg;Nom_Compra=sucre integral canya comerç just -0.5kg-;Multiplicador=1;","8426904170281","IVA10","0","0","2.07","0","Code39","0",NULL,"sucre integral canya comerç just -0.5kg-",NULL,"1","6","VARIS",NULL,"1","bio1179",NULL,"2.58","1","0",,"0"
"2018-03-07","1",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Farina Espelta integral (500 gr) -unitat-;Multiplicador=1;",,"IVA4","0","0","0","0","Code39","0",NULL,"Farina Espelta integral (500 gr) -unitat-",NULL,"1","2","VARIS",NULL,"1","bio1181",NULL,"3.01","1","0",,"0"
"2018-03-07","1",NULL,NULL,NULL,"0","Origen= ;Visible=No;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Llevat en pols eco panificable (sobre de 9 gr) -unitat-;Multiplicador=1;",,"IVA10","0","0","0","0","Code39","0",NULL,"Llevat en pols eco panificable (sobre de 9 gr) -unitat-",NULL,"1","2","VARIS",NULL,"1","bio1183",NULL,"0.73","1","0",,"0"
"2018-03-07","1",NULL,NULL,NULL,"0","Origen= ;Visible=No;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Gomasio natural (0.120gr) -unitat-;Multiplicador=1;","8426904172728","IVA10","0","0","1.73","0","Code39","0",NULL,"Gomasio natural (0.120gr) -unitat-",NULL,"1","15","VARIS",NULL,"1","bio1190",NULL,"2.15","1","0",,"0"
"2018-03-07","1",NULL,NULL,NULL,"0","Origen= ;Visible=No;Unitat_Venda=kg;Unitat_Compra=kg;Nom_Compra=Farina de kamut integral -0.5kg-;Multiplicador=1;","8426904172834","IVA4","0","0","2.91","0","Code39","0",NULL,"Farina de kamut integral -0.5kg-",NULL,"1","2","VARIS",NULL,"1","bio1191",NULL,"3.63","1","0",,"0"
"2018-03-07","1",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=kg;Nom_Compra=Azuqui -0.5kg-;Multiplicador=1;",,"IVA4","0","0","0","0","Code39","0",NULL,"Azuqui -0.5kg-",NULL,"1","VARI","VARIS",NULL,"1","bio1195",NULL,"2.94","1","0",,"0"
"2018-03-08","1",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Tonyina en oli d,oliva 120gr;Multiplicador=1;","8412439285040","IVA10","0","0","0","0","Code39","0",NULL,"Tonyina en oli d&#39;oliva 120gr",NULL,"1","4","VARIS",NULL,"1","bio1196",NULL,"2.94","1","0",,"0"
"2018-03-08","1",NULL,NULL,NULL,"0","Origen=;Visible=No;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Lloms de tonyina en oli d,oliva 220 gr, PAN DO MAR;Multiplicador=1;","8412439286740","IVA10","0","0","4.283125","0","Code39","0",NULL,"Lloms de tonyina en oli d&#39;oliva 220 gr, PAN DO MAR",NULL,"1","4","VARIS",NULL,"1","bio1197",NULL,"5.55","1","0",,"0"
"2019-12-04","1",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Filet de verat (caballa) en oli d,oliva 220 gr, PAN DO MAR;Multiplicador=1;","8412439286726","IVA10","-1","0","3.99","0","Code39","0",NULL,"Filet de verat (caballa) en oli d&#39;oliva 220 gr, PAN DO MAR",NULL,"1","4","biobio",NULL,"1","bio1198",NULL,"5.31","1","0",,"0"
"2018-06-03","1",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Raspall dents natural, , HIDROPHIL;Multiplicador=1;","4260397790410","IVA21","3","0","2.0788888888889","0","Code39","0",NULL,"Raspall dents natural, , HIDROPHIL",NULL,"1","9","biobio",NULL,"1","bio1199",NULL,"2.71","1","0",,"0"
"2022-03-29","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Raspall dents blau, HIDROPHIL;Multiplicador=1;","4260397790304","IVA21","1","0","1.6625","0","Code39","0",NULL,"Raspall dents adult (medium), HIDROPHIL",NULL,"1","9","biobio",NULL,"1","bio1200",NULL,"2.33","1","0",,"0"
"2018-06-03","1",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Raspall dents adut, NATURBORSTEN;Multiplicador=1;","4037892410552","IVA21","0","0","2.91375","0","Code39","0",NULL,"Raspall dents adut, NATURBORSTEN",NULL,"1","9","biobio",NULL,"1","bio1201",NULL,"3.76","1","0",,"0"
"2018-06-03","1",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Raspall dents canalla, NATURBORSTEN;Multiplicador=1;","4037892410446","IVA21","-3","0","2.7966666666667","0","Code39","0",NULL,"Raspall dents canalla, NATURBORSTEN",NULL,"1","9","biobio",NULL,"1","bio1202",NULL,"3.47","1","0",,"0"
"2022-05-18","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Fil dental, ZAHNSEIDE;Multiplicador=1;","4260051411002","IVA21","10","0","2.6505","0","Code39","0",NULL,"Fil dental, ZAHNSEIDE",NULL,"1","9","biobio",NULL,"1","bio1203",NULL,"3.71","1","0",,"0"
"2021-12-04","0",NULL,NULL,NULL,"0","Origen=;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=fregall verd 4 unit, LA DROGUERIE ECOLOGIQUE;Multiplicador=1;","3760138834157","IVA21","5","0","1.045","0","Code39","0",NULL,"Fregall verd 4 unit, LA DROGUERIE ECOLOGIQUE",NULL,"1","8","biobio",NULL,"1","bio1204",NULL,"1.46","1","0",,"0"
"2021-12-04","0",NULL,NULL,NULL,"0","Origen= ;Visible=No;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Fregall coure 1 unit, LA DROGUERIE ECOLOGIQUE;Multiplicador=1;","3760138832382","IVA21","26","0","0.7125","0","Code39","0",NULL,"Fregall coure 1 unit, LA DROGUERIE ECOLOGIQUE",NULL,"1","8","biobio",NULL,"1","bio1205",NULL,"1","1","0",,"0"
"2021-12-04","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Baieta 4 unit, LA DROGUERIE ECOLOGIQUE;Multiplicador=1;","3760138833082","IVA21","5","0","1.482","0","Code39","0",NULL,"Baieta 4 unit, LA DROGUERIE ECOLOGIQUE",NULL,"1","8","biobio",NULL,"1","bio1206",NULL,"2.07","1","0",,"0"
"2021-12-09","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Desodorant magrana i goji, ECOCOSMETICS;Multiplicador=1;","4033981722117","IVA21","0","0","3.4361851851852","0","Code39","0",NULL,"Desodorant magrana i goji, ECOCOSMETICS",NULL,"1","9","biobio",NULL,"1","bio1207",NULL,"4.62","1","0",,"0"
"2021-12-09","1",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Desodorant malva oliva, ECOCOSMETICS;Multiplicador=1;","4033981722087","IVA21","0","0","4.0375","0","Code39","0",NULL,"Desodorant malva oliva, ECOCOSMETICS",NULL,"1","9","biobio",NULL,"1","bio1208",NULL,"5.44","1","0",,"0"
"2018-05-16","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Protector solar neutral 50, ECOCOSMETICS;Multiplicador=1;","4033981742535","IVA21","0","0","12.6","0","Code39","0",NULL,"Protector solar neutral 50, ECOCOSMETICS",NULL,"1","9","biobio",NULL,"1","bio1209",NULL,"15.96","1","0",,"0"
"2018-05-16","1",NULL,NULL,NULL,"0","Origen= ;Visible=No;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Tovallons 40 unitats, Grazzie;Multiplicador=1;","8005892346269","IVA21","0","0","0.61","0","Code39","0",NULL,"Tovallons 40 unitats, Grazzie",NULL,"1","8","VARIS",NULL,"1","bio1210",NULL,"0.76","1","0",,"0"
"2018-05-16","1",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Paper atrapamosques, SUPERMAN;Multiplicador=1;","4004033000156","IVA21","1","0","1","0","Code39","0",NULL,"Paper atrapamosques, SUPERMAN",NULL,"1","8","biobio",NULL,"1","bio1211",NULL,"1.28","1","0",,"0"
"2022-05-18","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Bossa de basura 30L 70x50cm (30u),L A DROGUERIE ECOLOGIQUE;Multiplicador=1;","3760138841988","IVA21","27","0","2.014","0","Code39","0",NULL,"Bossa de basura 30L 70x50cm (30u),L A DROGUERIE ECOLOGIQUE",NULL,"1","8","biobio",NULL,"1","bio1212",NULL,"2.82","1","0",,"0"
"2018-05-16","1",NULL,NULL,NULL,"0","Origen=;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Fregall Rentador olles de coure 2 unit, LA DROGUERIE ECOLOGIQUE;Multiplicador=1;","4037892501229","IVA21","0","0","2.43","0","Code39","0",NULL,"Fregall Rentador olles de coure 2 unit, LA DROGUERIE ECOLOGIQUE",NULL,"1","8","VARIS",NULL,"1","bio1213",NULL,"3.03","1","0",,"0"
"2018-05-16","1",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Espirals repelents de neem, LA DROGUERIE ECOLOGIQUE;Multiplicador=1;","3760138831699","IVA21","1","0","5.18","0","Code39","0",NULL,"Espirals repelents de neem, LA DROGUERIE ECOLOGIQUE",NULL,"1","8","biobio",NULL,"1","bio1214",NULL,"6.56","1","0",,"0"
"2022-03-29","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Raspall dents canalla (soft) bau, HIDROPHIL;Multiplicador=1;","4260397790397","IVA21","18","0","1.6625","0","Code39","0",NULL,"Raspall dents canalla (soft) bau, HIDROPHIL",NULL,"1","9","biobio",NULL,"1","bio1215",NULL,"2.33","1","0",,"0"
"2021-12-09","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Sabó de Marsella en pastilla, SONETT;Multiplicador=1;","4007547202115","IVA21","8","0","0.5225","0","Code39","0",NULL,"Sabó de Marsella en pastilla, SONETT",NULL,"1","9","biobio",NULL,"1","bio1216",NULL,"0.7","1","0",,"0"
"2020-10-05","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Salvaslip 100% cotó orgànic (24u), ORGANYC;Multiplicador=1;","8016867009959","IVA10","4","0","2.47","0","Code39","0",NULL,"Salvaslip 100% cotó orgànic (24u), ORGANYC",NULL,"1","9","biobio",NULL,"1","bio1217",NULL,"2.89","1","0",,"0"
"2021-12-09","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=kg;Nom_Compra=Bolquer Maxi 7-18 kg 60 unit, BAMBO  NATURE;Multiplicador=1;","5703538109508","IVA21","0","0","13.243","0","Code39","0",NULL,"Bolquer Maxi 7-18 kg 60 unit, BAMBO  NATURE",NULL,"1","9","biobio",NULL,"1","bio1218",NULL,"17.84","1","0",,"0"
"2021-12-09","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Discs desmaquillants cotó rentables 4 unit, ANAE;Multiplicador=1;","3760138841063","IVA21","6","0","3.04","0","Code39","0",NULL,"Discs desmaquillants cotó rentables 4 unit, ANAE",NULL,"1","9","biobio",NULL,"1","bio1219",NULL,"4.1","1","0",,"0"
"2021-12-09","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Protector solar loció FPS 50, ECOCOSMETICS;Multiplicador=1;","4033981742436","IVA21","0","0","11.04755","0","Code39","0",NULL,"Protector solar loció FPS 50, ECOCOSMETICS",NULL,"1","9","biobio",NULL,"1","bio1220",NULL,"14.89","1","0",,"0"
"2021-12-09","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Aftersun loció 75 ml, ECOCOSMETICS;Multiplicador=1;","4033981742085","IVA21","10","0","4.503","0","Code39","0",NULL,"Aftersun loció 75 ml, ECOCOSMETICS",NULL,"1","9","biobio",NULL,"1","bio1221",NULL,"6.07","1","0",,"0"
"2019-12-04","1",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Llom bonitol del nord en oli oliva 220 gr, PAN DO MAR;Multiplicador=1;","8412439286702","IVA10","2","0","5.225","0","Code39","0",NULL,"Llom bonitol del nord en oli oliva 220 gr, PAN DO MAR",NULL,"1","4","biobio",NULL,"1","bio1223",NULL,"6.97","1","0",,"0"
"2022-05-18","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Tovalloletes nadó 80 unit BAMBO NATURE;Multiplicador=1;","5703538390456","IVA21","10","0","1.3309827586207","0","Code39","0",NULL,"Tovalloletes nadó 80 unit BAMBO NATURE",NULL,"1","9","biobio",NULL,"1","bio1224",NULL,"2.18","1","0",,"0"
"2021-12-09","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Protector solar 30, ECOCOSMETICS;Multiplicador=1;","4033981742528","IVA21","0","0","9.69","0","Code39","0",NULL,"Protector solar 30, ECOCOSMETICS",NULL,"1","9","biobio",NULL,"1","bio1225",NULL,"13.06","1","0",,"0"
"2021-12-09","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Protector solar 20, ECOCOSMETICS;Multiplicador=1;","4033981742511","IVA21","5","0","8.55","0","Code39","0",NULL,"Protector solar 20, ECOCOSMETICS",NULL,"1","9","biobio",NULL,"1","bio1226",NULL,"11.52","1","0",,"0"
"2026-06-19","1",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Cotó per a nadó 60 u. BOCOTON;Multiplicador=1;",,"IVA21","3","0","1.3205","0","Code39","0",NULL,"Cotó per a nadó 60 u. BOCOTON",NULL,"1","9","biobio",NULL,"1","bio1227",NULL,"1.76","1","0",,"0"
"2027-07-19","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Protector llet solar  (sonnenmilch) 50 sensitive 75 ml, ECOCOSMETICS;Multiplicador=1;","4033981742634","IVA21","0","0","0","0","Code39","0",NULL,"Protector llet solar  (sonnenmilch) 50 sensitive 75 ml, ECOCOSMETICS",NULL,"1","9","biobio",NULL,"1","bio1228",NULL,"13.16","1","0",,"0"
"2021-12-09","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=kg;Nom_Compra=Bolquer talla 5 12-18 kg 22 unit, BAMBO NATURE;Multiplicador=1;","5703538244841","IVA21","3","0","5.32","0","Code39","0",NULL,"Bolquer talla 5 (12-18) kg 22 unit, BAMBO NATURE",NULL,"1","9","biobio",NULL,"1","bio1230",NULL,"7.17","1","0",,"0"
"2021-12-09","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=kg;Nom_Compra=Bolquer talla 4 (7-14 kg), BAMBO NATURE;Multiplicador=1;","5703538244728","IVA21","6","0","5.51","0","Code39","0",NULL,"Bolquer talla 4 (7-14 kg) 24 unit, BAMBO NATURE",NULL,"1","9","biobio",NULL,"1","bio1231",NULL,"7.42","1","0",,"0"
"2021-12-09","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=kg;Nom_Compra=Bolquer talla 5 (12-18 kg) 44 unit, BAMBO NATURE;Multiplicador=1;","5703538245299","IVA21","4","0","10.07","0","Code39","0",NULL,"Bolquer talla 5 (12-18 kg) 44 unit, BAMBO NATURE",NULL,"1","9","biobio",NULL,"1","bio1232",NULL,"13.57","1","0",,"0"
"2021-12-09","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=kg;Nom_Compra=Bolquer talla 4 (7-14 kg) 48 unit, BAMBO NATURE;Multiplicador=1;","5703538245282","IVA21","2","0","11.117071428571","0","Code39","0",NULL,"Bolquer talla 4 (7-14 kg) 48 unit, BAMBO NATURE",NULL,"1","9","biobio",NULL,"1","bio1233",NULL,"14.46","1","0",,"0"
"2021-12-09","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=kg;Nom_Compra=Braga nen (dry pants) 15-35 kg (10 unit) , BAMBO;Multiplicador=1;","5703538198830","IVA21","11","0","3.8285","0","Code39","0",NULL,"Braga nen (dry pants) 15-35 kg (10 unit) , BAMBO",NULL,"1","9","biobio",NULL,"1","bio1234",NULL,"5.16","1","0",,"0"
"2021-12-09","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=kg;Nom_Compra=Braga nena (dry pants) 15-35 kg (10 unit) , BAMBO;Multiplicador=1;","5703538198670","IVA21","0","0","3.8285","0","Code39","0",NULL,"Braga nena (dry pants) 15-35 kg (10 unit) , BAMBO",NULL,"1","9","biobio",NULL,"1","bio1235",NULL,"5.16","1","0",,"0"
"2021-12-09","0",NULL,NULL,NULL,"0","Origen=;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Salvaslip plegat (18 unit), NATRACARE;Multiplicador=1;","782126003126","IVA10","-4","0","1.9","0","Code39","0",NULL,"Salvaslip plegat (18 unit), NATRACARE",NULL,"1","9","biobio",NULL,"1","bio1236",NULL,"2.56","1","0",,"0"
"2021-12-09","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=kg;Nom_Compra=Bolquer PANTS talla 4 (7-14 kg) 20 unit, BAMBO;Multiplicador=1;","5703538244889","IVA21","7","0","5.852","0","Code39","0",NULL,"Bolquer PANTS talla 4 (7-14 kg) 20 unit, BAMBO",NULL,"1","9","biobio",NULL,"1","bio1237",NULL,"7.88","1","0",,"0"
"2021-12-09","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=kg;Unitat_Compra=kg;Nom_Compra=Bolquer talla 6 XXL + 16 kg 40 unit, UNITAT, BAMBO;Multiplicador=1;","5703538245305","IVA21","5","0","10.5355","0","Code39","0",NULL,"Bolquer talla 6 XXL + 16 kg 40 unit, UNITAT, BAMBO",NULL,"1","9","biobio",NULL,"1","bio1238",NULL,"14.19","1","0",,"0"
"2022-05-18","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Tampó aplicador super compact 16 unit, ORGANYC;Multiplicador=1;","8016867007382","IVA21","25","0","3.8665","0","Code39","0",NULL,"Tampó aplicador super compact 16 unit, ORGANYC",NULL,"1","9","biobio",NULL,"1","bio1239",NULL,"5.41","1","0",,"0"
"2022-03-29","0",NULL,NULL,NULL,"0","Origen= Granada;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Esponja de fregar lufa, NAIKED;Multiplicador=1;","4260695650102","IVA21","10","0","2.2135","0","Code39","0",NULL,"Esponja de fregar de lufa (fregall) (1 unit), NAIKED",NULL,"1","8","biobio",NULL,"1","bio1240",NULL,"2.99","1","0",,"0"
"2025-04-19","1",NULL,NULL,NULL,"0","Origen=;Visible=No;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Sorbets 500 ml BODEVICI;Multiplicador=1;",,"IVA10","0","0","5.7975","0","Code39","0",NULL,"Sorbets 500 ml BODEVICI",NULL,"1","10","bodevici",NULL,"1","bod0001",NULL,"7.24","1","0",,"0"
"2023-05-19","1",NULL,NULL,NULL,"0","Origen=;Visible=No;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Sorbet Avellana BODEVICI;Multiplicador=1;",,"IVA10","0","0","6.3075","0","Code39","0",NULL,"Sorbet Avellana BODEVICI",NULL,"1","10","bodevici",NULL,"1","bod0002",NULL,"7.86","1","0",,"0"
"2018-06-04","1",NULL,NULL,NULL,"0","Origen= ;Visible=No;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Melmelada de calçots -pot 350gr-;Multiplicador=1;",,"IVA0","0","0","3","0","Code39","0",NULL,"Melmelada de calçots -pot 350gr-",NULL,"1","5","VARIS",NULL,"1","boi0001",NULL,"0","1","0",,"0"
"2020-10-27","1",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Camagroc, KG;Multiplicador=1;",,"IVA4","0","0","9","0","Code39","0",NULL,"Camagroc, KG",NULL,"1","29","MonBolet",NULL,"1","bol0001",NULL,"14.16","1","0",,"0"
"2020-10-27","1",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Fredolic, KG;Multiplicador=1;",,"IVA4","0","0","10.5","0","Code39","0",NULL,"Fredolic, KG",NULL,"1","29","MonBolet",NULL,"1","bol0002",NULL,"15.45","1","0",,"0"
"2020-11-03","1",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Rossinyol, KG;Multiplicador=1;",,"IVA4","0","0","11","0","Code39","0",NULL,"Rossinyol, KG",NULL,"1","29","MonBolet",NULL,"1","bol0003",NULL,"14.16","1","0",,"0"
"2021-11-30","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Melmelada de ceba i poma 170 gr BOUQUET D,HORT;Multiplicador=1;","8436578060061","IVA10","3","0","2.25","0","Code39","0",NULL,"Melmelada de ceba i poma 170 gr BOUQUET D&#39;HORT",NULL,"1","5","queviure",NULL,"1","bou0001",NULL,"2.99","1","0",,"0"
"2021-12-07","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Crema de verdures amb aigua de mar 470 ml BOUQUET D,HORT;Multiplicador=1;","8436578060115","IVA10","5","0","2.7","0","Code39","0",NULL,"Crema de verdures amb aigua de mar 470 ml BOUQUET D&#39;HORT",NULL,"1","4","queviure",NULL,"1","bou0002",NULL,"3.46","1","0",,"0"
"2022-08-31","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Melmelada de taronja 270 gr, BOUQUET D,HORT;Multiplicador=1;","8436578060016","IVA10","7","0","2.65","0","Code39","0",NULL,"Melmelada de taronja 270 gr, BOUQUET D&#39;HORT",NULL,"1","5","queviure",NULL,"1","bou0003",NULL,"3.65","1","0",,"0"
"2022-03-16","0",NULL,NULL,NULL,"0","Origen= ;Visible=no;Unitat_Venda=unitat;Unitat_Compra=unitat;Nom_Compra=Flam ou (llet vaca) pack 2 unit, MASIA CAN JOANS;Multiplicador=1;",,"IVA10","3","0","1.66","0","Code39","0",NULL,"Flam d&#39;ou (llet vaca) pack 2 unit, UNITAT, MASIA CAN JOANS",NULL,"1","28","artelac",NULL,"1","bro0001",NULL,"2.12","1","0",,"0"
"2022-02-24","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Sardinilla en oli d,oliva 7/10 peçes, CABO DE PEÑAS;Multiplicador=1;","8411555060678","IVA10","64","0","1.4","0","Code39","0",NULL,"Sardinilla en oli d&#39;oliva 7/10 peçes, CABO DE PEÑAS",NULL,"1","4","cabodepe",NULL,"1","cab0001",NULL,"1.79","1","0",,"0"
"2022-03-09","0",NULL,NULL,NULL,"0","Origen= ;Visible=Si;Unitat_Venda=;Unitat_Compra=;Nom_Compra=Musclos en escabetx (mejillones) 111 gr, CABO DE PEÑAS;Multiplicador=1;","8411555100572","IVA10","69","0","1.25","0","Code39","0",NULL,"Musclos en escabetx (mejillones) 111 gr, CABO DE PEÑAS",NULL,"1","4","cabodepe",NULL,"1","cab0002",NULL,"1.6","1","0",,"0"
"2021-12-07","0",NULL,NULL,NULL,"0","Origen= ;Visible=no;Unitat_Venda=kg;Unitat_Compra=kg;Nom_Compra=Ametlla llargueta crua a granel, KG, CAN GALDERIC;Multiplicador=1;","8436542617758","IVA4","2.685","0","11.1625","0","Code39","0",NULL,"Ametlla llargueta crua a granel, KG, CAN GALDERIC",NULL,"1","1","DavidBr",NULL,"1","cag0001",NULL,"22.86","1","0",,"0"
"2022-04-07","0",NULL,NULL,NULL,"0","Origen= ;Visible=no;Unitat_Venda=kg;Unitat_Compra=kg;Nom_Compra=Ametlla llargueta torrada a granel, KG, CAN GALDERIC;Multiplicador=1;","8436542617765","IVA10","6.2","0","18.79","0","Code39","0",NULL,"Ametlla llargueta torrada a granel, KG, CAN GALDERIC",NULL,"1","1","DavidBr",NULL,"1","cag0002",NULL,"24.57","1","0",,"0"
"2022-06-08","0",NULL,NULL,NULL,"0","Origen= ;Visible=no;Unitat_Venda=kg;Unitat_Compra=kg;Nom_Compra=Anacard cru a granel, KG, CAN GALDERIC;Multiplicador=1;","8436542618045","IVA4","6.765","0","12.454545454545","0","Code39","0",NULL,"Anacard cru a granel, KG, CAN GALDERIC",NULL,"1","1","DavidBr",NULL,"1","cag0004",NULL,"20.74","1","0",,"0"
"2021-12-07","0",NULL,NULL,NULL,"0","Origen= ;Visible=no;Unitat_Venda=kg;Unitat_Compra=kg;Nom_Compra=Avellana amb clova (malla 0,5 kg), UNITAT, CAN GALDERIC;Multiplicador=1;","8436542612364","IVA4","7","0","3.96","0","Code39","0",NULL,"Avellana amb clova (malla 0,5 kg), UNITAT, CAN GALDERIC",NULL,"1","1","DavidBr",NULL,"1","cag0005",NULL,"5.07","1","0",,"0"
"2022-06-08","0",NULL,NULL,NULL,"0","Origen= ;Visible=no;Unitat_Venda=kg;Unitat_Compra=kg;Nom_Compra=Avellana negreta crua a granel, KG, CAN GALDERIC;Multiplicador=1;","8436542612876","IVA4","4.11","0","13.790909090909","0","Code39","0",NULL,"Avellana negreta crua a granel, KG, CAN GALDERIC",NULL,"1","1","DavidBr",NULL,"1","cag0006",NULL,"17.79","1","0",,"0"
